actor_id,movie_id
638,1436562
134,182789
247,182789
305,182789
639,120461
74,120461
640,120461
100,118972
118,118972
641,118972
642,267626
65,267626
643,267626
644,1502712
645,1502712
646,1502712
647,352248
648,352248
649,352248
404,1041804
650,1041804
651,1041804
652,329575
153,329575
231,329575
653,117998
211,117998
654,117998
655,162222
94,162222
656,162222
76,366548
247,366548
657,366548
658,372183
344,372183
659,372183
138,118571
118,118571
660,118571
244,240772
100,240772
661,240772
357,1509767
559,1509767
4,1509767
615,837562
79,837562
555,837562
662,461770
663,461770
664,461770
665,2243973
666,2243973
667,2243973
91,1599348
492,1599348
313,1599348
218,211181
395,211181
668,211181
669,471042
276,471042
198,471042
670,457939
60,457939
671,457939
525,120660
46,120660
672,120660
673,1230414
674,1230414
675,1230414
344,496806
676,496806
100,496806
677,400717
73,400717
678,400717
440,1840309
60,1840309
441,1840309
679,215750
680,215750
681,215750
298,327850
323,327850
107,327850
682,107362
683,107362
576,107362
230,397535
684,397535
685,397535
686,463985
687,463985
688,463985
689,1430607
119,1430607
690,1430607
100,119643
233,119643
282,119643
691,233469
692,233469
693,233469
694,78754
695,78754
696,78754
404,1667353
437,1667353
697,1667353
698,446029
699,446029
700,446029
701,298814
82,298814
702,298814
703,144528
704,144528
705,144528
706,267913
707,267913
708,267913
709,389860
615,389860
710,389860
80,1287468
192,1287468
711,1287468
416,489099
174,489099
712,489099
713,411477
714,411477
715,411477
111,443706
22,443706
716,443706
717,216216
484,216216
307,216216
163,315327
147,315327
349,315327
509,1320253
98,1320253
158,1320253
59,117060
165,117060
718,117060
212,1392170
103,1392170
719,1392170
720,1411697
204,1411697
721,1411697
434,103776
386,103776
722,103776
163,327084
296,327084
515,327084
723,275847
494,275847
724,275847
437,413895
79,413895
275,413895
73,120647
147,120647
484,120647
233,1821694
296,1821694
725,1821694
726,398165
615,398165
727,398165
613,1615918
151,1615918
728,1615918
615,2191701
79,2191701
555,2191701
323,425061
599,425061
206,425061
73,337741
180,337741
729,337741
730,1130884
61,1130884
731,1130884
484,369436
73,369436
732,369436
733,358082
119,358082
734,358082
2,119094
214,119094
658,119094
735,960731
615,960731
736,960731
737,257044
94,257044
738,257044
739,1564367
615,1564367
616,1564367
740,3322312
741,3322312
742,3322312
743,118880
79,118880
744,118880
745,1059786
298,1059786
746,1059786
259,159365
211,159365
114,159365
139,1037705
492,1037705
138,1037705
747,119137
247,119137
748,119137
749,171363
65,171363
750,171363
300,117705
599,117705
751,117705
752,383216
753,383216
754,383216
755,118883
437,118883
756,118883
357,2713180
100,2713180
757,2713180
639,120828
118,120828
354,120828
758,1302067
219,1302067
759,1302067
760,166813
344,166813
761,166813
762,1222817
298,1222817
763,1222817
54,120738
138,120738
764,120738
765,368008
492,368008
766,368008
634,119033
718,119033
767,119033
615,2510894
79,2510894
768,2510894
769,57733
770,57733
771,57733
772,120910
773,120910
774,120910
775,268695
55,268695
776,268695
777,120751
237,120751
778,120751
74,244244
76,244244
313,244244
779,386140
780,386140
781,386140
782,120889
247,120889
783,120889
555,185431
615,185431
784,185431
146,355295
344,355295
358,355295
292,116996
259,116996
338,116996
785,4291590
786,4291590
787,4291590
788,119051
233,119051
789,119051
790,986263
296,986263
791,986263
792,146309
104,146309
793,146309
794,116040
509,116040
795,116040
796,1762399
797,1762399
798,1762399
631,185183
799,185183
800,185183
801,318155
157,318155
802,318155
803,875034
804,875034
805,875034
200,300556
97,300556
745,300556
806,119925
569,119925
807,119925
657,120595
808,120595
809,120595
810,1618442
99,1618442
811,1618442
812,199753
813,199753
814,199753
815,344854
816,344854
817,344854
818,765128
819,765128
820,765128
635,318081
574,318081
821,318081
822,1921064
823,1921064
824,1921064
825,4057916
826,4057916
827,4057916
828,268978
808,268978
198,268978
404,110357
276,110357
829,110357
323,1397514
212,1397514
562,1397514
303,1985966
591,1985966
830,1985966
233,289765
211,289765
831,289765
794,317648
71,317648
331,317648
615,810913
676,810913
832,810913
577,322259
97,322259
833,322259
70,1754656
153,1754656
208,1754656
834,427392
753,427392
835,427392
241,131704
499,131704
836,131704
837,2709768
248,2709768
838,2709768
839,311429
209,311429
360,311429
840,1690953
163,1690953
248,1690953
436,116629
46,116629
841,116629
842,119567
843,119567
844,119567
245,351283
243,351283
343,351283
845,206634
114,206634
846,206634
847,120903
76,120903
379,120903
147,493464
176,493464
96,493464
848,117500
214,117500
849,117500
850,438097
594,438097
851,438097
852,343660
615,343660
853,343660
854,427327
855,427327
856,427327
857,204313
329,204313
858,204313
522,141369
276,141369
220,141369
96,1670345
147,1670345
859,1670345
615,1375670
79,1375670
155,1375670
472,362227
94,362227
860,362227
861,3489184
788,3489184
862,3489184
863,785006
74,785006
864,785006
384,190865
865,190865
866,190865
94,472062
211,472062
867,472062
868,307453
499,307453
176,307453
869,443489
870,443489
477,443489
871,874936
872,874936
873,874936
874,377471
323,377471
523,377471
875,408306
261,408306
34,408306
622,314353
296,314353
577,314353
349,1103153
876,1103153
515,1103153
877,1638355
29,1638355
878,1638355
879,371246
615,371246
880,371246
554,385880
79,385880
515,385880
881,219965
296,219965
882,219965
883,113071
210,113071
884,113071
885,166485
156,166485
886,166485
887,1253864
29,1253864
888,1253864
296,340163
162,340163
889,340163
241,120913
344,120913
404,120913
104,329717
118,329717
890,329717
891,120157
485,120157
723,120157
892,806203
38,806203
893,806203
894,166276
157,166276
895,166276
360,377062
170,377062
590,377062
296,217869
137,217869
859,217869
184,2293640
163,2293640
248,2293640
528,978764
184,978764
384,978764
896,120832
214,120832
897,120832
898,120184
899,120184
900,120184
254,1985949
41,1985949
901,1985949
117,770752
207,770752
902,770752
493,1201167
615,1201167
903,1201167
904,431197
229,431197
905,431197
762,415306
367,415306
906,415306
475,240462
907,240462
908,240462
909,112573
910,112573
911,112573
912,418763
111,418763
913,418763
914,462538
838,462538
915,462538
916,268995
917,268995
918,268995
919,132245
509,132245
920,132245
921,338512
922,338512
923,338512
67,368447
68,368447
54,368447
907,118998
134,118998
924,118998
925,286106
926,286106
927,286106
928,298148
220,298148
929,298148
930,317219
93,317219
931,317219
38,163187
437,163187
932,163187
933,295701
99,295701
934,295701
935,2279373
936,2279373
194,2279373
148,117438
749,117438
318,117438
100,361748
144,361748
8,361748
437,102057
247,102057
680,102057
670,1267297
323,1267297
937,1267297
938,99423
296,99423
939,99423
940,257076
270,257076
598,257076
941,2647544
942,2647544
943,2647544
944,259711
165,259711
166,259711
945,452637
68,452637
946,452637
293,370263
630,370263
947,370263
948,1231580
151,1231580
613,1231580
414,277434
184,277434
949,277434
147,2302755
200,2302755
950,2302755
951,120844
952,120844
953,120844
757,1217613
431,1217613
83,1217613
954,319061
79,319061
345,319061
955,111742
956,111742
957,111742
105,1568911
958,1568911
108,1568911
344,2177771
599,2177771
946,2177771
959,96754
848,96754
392,96754
828,1027718
33,1027718
960,1027718
961,829150
222,829150
962,829150
296,133952
492,133952
963,133952
240,486655
29,486655
964,486655
230,120102
100,120102
965,120102
389,1578275
140,1578275
966,1578275
967,280486
233,280486
968,280486
969,419706
323,419706
970,419706
971,297181
906,297181
972,297181
973,1496025
440,1496025
974,1496025
975,1336608
976,1336608
977,1336608
577,251114
296,251114
978,251114
499,1448755
98,1448755
866,1448755
949,246894
598,246894
722,246894
974,308208
979,308208
980,308208
981,120696
147,120696
540,120696
982,181739
983,181739
956,181739
134,884726
984,884726
985,884726
986,2717822
23,2717822
987,2717822
988,346156
176,346156
156,346156
989,430912
990,430912
991,430912
992,1211956
509,1211956
993,1211956
994,1043726
995,1043726
996,1043726
647,164184
147,164184
997,164184
174,1325004
235,1325004
699,1325004
31,227445
499,227445
998,227445
840,1323594
163,1323594
192,1323594
999,113845
1000,113845
1001,113845
147,2637276
65,2637276
714,2637276
1002,1186830
1003,1186830
1004,1186830
3,132347
241,132347
89,132347
115,480687
1005,480687
1006,480687
277,140352
676,140352
523,140352
190,2025690
1007,2025690
1008,2025690
1009,758774
61,758774
1010,758774
369,427152
163,427152
104,427152
222,1611224
670,1611224
538,1611224
1011,137494
297,137494
1012,137494
1013,1828327
932,1828327
1014,1828327
1015,120902
917,120902
918,120902
1016,462396
136,462396
1017,462396
99,120815
94,120815
344,120815
222,2369135
246,2369135
83,2369135
1018,207201
67,207201
870,207201
341,268380
604,268380
594,268380
231,285531
147,285531
1019,285531
916,443272
12,443272
647,443272
1020,133093
180,133093
1021,133093
1022,112384
94,112384
1023,112384
1024,100802
1025,100802
1026,100802
1027,304669
1028,304669
1029,304669
141,1707386
76,1707386
206,1707386
1030,128853
94,128853
744,128853
442,838283
367,838283
1031,838283
1032,120746
233,120746
1033,120746
493,1231583
22,1231583
1034,1231583
1035,186566
1036,186566
1037,186566
1038,106582
509,106582
1039,106582
1040,115759
148,115759
394,115759
1041,219854
296,219854
1042,219854
1043,469641
214,469641
510,469641
72,304415
437,304415
1044,304415
281,1645170
614,1645170
1045,1645170
1046,120663
165,120663
1047,120663
765,1823664
1048,1823664
1049,1823664
596,2381941
46,2381941
1050,2381941
1051,1596350
11,1596350
1052,1596350
1053,359013
91,359013
305,359013
1054,87985
1055,87985
1056,87985
1057,119942
1058,119942
1059,119942
791,1855325
559,1855325
85,1855325
839,452608
98,452608
658,452608
1060,116908
1061,116908
1062,116908
632,228750
1063,228750
1064,228750
212,406375
174,406375
1065,406375
1066,137523
100,137523
1067,137523
1068,758794
207,758794
912,758794
50,3877200
209,3877200
1069,3877200
417,102070
296,102070
651,102070
1070,219952
717,219952
842,219952
1071,1418377
1072,1418377
590,1418377
1073,380599
1074,380599
1075,380599
179,357277
229,357277
604,357277
296,458481
12,458481
57,458481
59,156934
118,156934
1076,156934
1077,2719848
859,2719848
1078,2719848
1079,396171
1080,396171
1081,396171
1082,295178
368,295178
1083,295178
237,375568
214,375568
1084,375568
843,107290
300,107290
1085,107290
515,111756
170,111756
1086,111756
1087,109444
118,109444
692,109444
1088,3672840
1089,3672840
1090,3672840
1091,430304
474,430304
1092,430304
87,141926
207,141926
1093,141926
1040,112346
1094,112346
506,112346
1095,811138
219,811138
368,811138
849,233142
555,233142
1096,233142
737,3460252
1097,3460252
415,3460252
151,445934
367,445934
554,445934
1098,1411704
906,1411704
1099,1411704
144,416449
200,416449
1100,416449
498,290002
499,290002
500,290002
1101,822832
1102,822832
1103,822832
918,120689
94,120689
572,120689
1104,486946
1105,486946
1106,486946
128,371606
515,371606
354,371606
196,2267998
1107,2267998
1108,2267998
1109,258463
344,258463
1110,258463
435,113189
858,113189
701,113189
1111,144214
1042,144214
1112,144214
425,120382
641,120382
1113,120382
1114,120794
292,120794
1115,120794
1018,317303
1116,317303
129,317303
1117,1272878
492,1272878
1118,1272878
1098,239395
1119,239395
1120,239395
237,317740
98,317740
1121,317740
1122,313737
765,313737
130,313737
1123,120587
509,120587
1124,120587
562,1078940
73,1078940
1125,1078940
484,99371
165,99371
540,99371
1126,452598
348,452598
1127,452598
749,4046784
1128,4046784
1129,4046784
437,879870
70,879870
315,879870
74,218967
214,218967
589,218967
147,1245526
296,1245526
1130,1245526
170,146838
676,146838
598,146838
59,119314
24,119314
1131,119314
243,369339
165,369339
523,369339
753,277296
323,277296
568,277296
1043,349710
1132,349710
1133,349710
717,149261
598,149261
1134,149261
1135,1477715
1136,1477715
1137,1477715
1138,1598778
344,1598778
1139,1598778
1140,257568
919,257568
1141,257568
1142,327597
928,327597
1143,327597
653,949731
553,949731
1144,949731
950,328107
492,328107
35,328107
1,393735
22,393735
562,393735
735,335438
339,335438
1145,335438
1146,116705
985,116705
1147,116705
1004,167190
1148,167190
715,167190
1023,120633
484,120633
1047,120633
178,1623288
699,1623288
1149,1623288
296,119395
71,119395
1150,119395
312,338337
944,338337
221,338337
1151,118055
88,118055
692,118055
276,420238
356,420238
33,420238
1152,790772
1153,790772
1154,790772
523,290095
1095,290095
1155,290095
1156,114781
1157,114781
1158,114781
1016,1205537
1159,1205537
1160,1205537
499,2446980
103,2446980
204,2446980
950,3300542
200,3300542
1161,3300542
532,118583
1162,118583
692,118583
1163,822854
1164,822854
1165,822854
1084,787474
1166,787474
1167,787474
1168,120791
604,120791
1151,120791
367,1490017
147,1490017
1169,1490017
263,385307
1170,385307
1171,385307
200,253556
10,253556
207,253556
987,1321870
1172,1321870
1173,1321870
134,1045778
1174,1045778
1175,1045778
147,1057500
344,1057500
1176,1057500
39,473705
137,473705
1177,473705
37,1135487
437,1135487
1178,1135487
1179,120764
1180,120764
1181,120764
1182,443632
1183,443632
1184,443632
138,762125
323,762125
445,762125
952,253754
11,253754
951,253754
1185,138524
245,138524
1186,138524
1187,2083383
1036,2083383
394,2083383
117,1226273
1188,1226273
1178,1226273
1189,120004
1190,120004
1191,120004
1192,289848
499,289848
1193,289848
676,1034331
499,1034331
992,1034331
341,821642
22,821642
619,821642
46,146984
344,146984
237,146984
553,181875
211,181875
652,181875
753,455499
599,455499
1194,455499
252,329774
1195,329774
1196,329774
1197,822847
1198,822847
1199,822847
1200,165982
100,165982
1201,165982
605,119081
891,119081
1023,119081
22,848228
23,848228
24,848228
1202,259288
312,259288
283,259288
1203,387877
24,387877
896,387877
78,454824
70,454824
1204,454824
148,272020
113,272020
1205,272020
1206,134983
1207,134983
1208,134983
54,1837709
1209,1837709
1210,1837709
1211,1538403
49,1538403
2,1538403
1212,765476
414,765476
1213,765476
1214,382628
391,382628
1215,382628
808,131369
207,131369
389,131369
44,494238
157,494238
1216,494238
228,831887
24,831887
1217,831887
1218,3045616
5,3045616
1219,3045616
1220,460780
98,460780
1221,460780
500,294357
176,294357
425,294357
1222,4591310
684,4591310
1223,4591310
1224,326905
70,326905
1225,326905
1226,1431045
91,1431045
1227,1431045
1228,120701
470,120701
1229,120701
1230,2179136
204,2179136
1231,2179136
1232,115341
1233,115341
1234,115341
944,425123
554,425123
1235,425123
55,158622
1236,158622
697,158622
1237,95956
509,95956
1238,95956
1239,379865
1240,379865
1241,379865
615,2479478
348,2479478
555,2479478
1242,1314228
859,1314228
1243,1314228
1244,2234155
254,2234155
1245,2234155
791,1220634
559,1220634
1246,1220634
1247,485985
574,485985
1248,485985
562,159206
561,159206
1249,159206
676,118971
180,118971
237,118971
1250,1232200
615,1232200
591,1232200
1251,116136
170,116136
1252,116136
74,367479
155,367479
1253,367479
1254,1071875
214,1071875
1255,1071875
1256,238112
10,238112
1257,238112
1258,1986770
1259,1986770
1260,1986770
20,395699
99,395699
1164,395699
1261,351977
323,351977
1262,351977
1263,109830
94,109830
1264,109830
1265,952640
613,952640
1266,952640
498,212338
499,212338
500,212338
564,114148
10,114148
1267,114148
1268,78346
31,78346
1163,78346
417,117218
243,117218
744,117218
717,386588
46,386588
618,386588
190,119190
157,119190
1269,119190
1270,328828
1271,328828
128,328828
1272,1535109
94,1535109
1273,1535109
70,1279935
139,1279935
163,1279935
1274,112642
218,112642
1192,112642
154,455944
492,455944
1275,455944
443,252076
680,252076
1276,252076
794,112740
492,112740
1277,112740
1278,454921
46,454921
1279,454921
1205,408790
1280,408790
1281,408790
1282,109635
402,109635
503,109635
217,120632
214,120632
1159,120632
197,266697
1283,266697
1284,266697
1285,131325
22,131325
536,131325
1286,118480
1287,118480
1288,118480
1289,378194
197,378194
1262,378194
1290,98439
509,98439
1291,98439
674,104070
296,104070
1086,104070
1292,184894
1175,184894
1293,184894
312,116253
134,116253
1294,116253
1295,1396218
1296,1396218
997,1396218
1297,865556
158,865556
652,865556
1298,1621039
151,1621039
284,1621039
1299,103644
1300,103644
1301,103644
1302,116250
1303,116250
1304,116250
641,122690
499,122690
1305,122690
568,116409
37,116409
1306,116409
1307,1109624
124,1109624
1308,1109624
1309,269347
485,269347
1310,269347
1058,128278
233,128278
1311,128278
1312,338466
344,338466
1313,338466
1058,839980
367,839980
1034,839980
1314,1430626
155,1430626
234,1430626
859,824747
176,824747
1159,824747
147,115857
180,115857
81,115857
1278,116277
499,116277
1315,116277
981,293508
200,293508
1316,293508
528,414055
141,414055
352,414055
1150,402022
237,402022
1317,402022
1318,279111
1319,279111
1320,279111
1321,120390
932,120390
918,120390
1025,780567
341,780567
842,780567
1322,2281587
289,2281587
1323,2281587
1204,167456
84,167456
1324,167456
1325,1126591
1102,1126591
1326,1126591
1327,344510
1328,344510
1329,344510
1330,160184
509,160184
1300,160184
87,187738
1331,187738
360,187738
298,814314
46,814314
1332,814314
1333,1308729
509,1308729
1334,1308729
88,99674
676,99674
894,99674
72,368709
4,368709
67,368709
1335,463034
1336,463034
1337,463034
1163,81573
1268,81573
1338,81573
1339,299930
1340,299930
1341,299930
233,405676
60,405676
